"","Date","AAPL","AMZN","GOOGL","JNJ","JPM","META","MSFT","NVDA","PG","XOM","TSM","AVGO","ORCL"
"1553","2019-03-05",41.86,84.62,58.02,114.75,85.87,170.07,104.96,3.88,83.06,58.17,33.38,22.95,47.25
"1554","2019-03-06",41.62,83.45,57.81,115.02,85.55,171.31,105.01,3.77,82.93,57.51,33.18,22.48,47.24
"1555","2019-03-07",41.14,81.3,57.11,114.31,84.93,167.96,103.73,3.7,82.61,58.15,33.04,22,47.45
"1556","2019-03-08",41.24,81.04,57.07,114.16,84.96,168.42,103.84,3.74,82.49,57.32,32.67,21.89,47.62
"1557","2019-03-11",42.67,83.53,58.52,114.58,86.07,170.88,106.02,4,83.47,57.88,33.05,22.29,47.52
"1558","2019-03-12",43.15,83.65,59.41,115.09,85.81,170.73,106.76,4.03,83.87,58.04,33.27,22.34,47.65
"1559","2019-03-13",43.34,84.54,59.5,115.28,86.1,172.17,107.59,4.18,84.81,58.55,33.54,22.47,47.88
"1560","2019-03-14",43.82,84.31,59.18,114.13,86.88,168.99,107.67,4.11,84.93,58.36,33.2,22.22,47.87
"1561","2019-03-15",44.39,85.62,59.07,113.78,87.88,164.83,108.91,4.21,85.87,58.15,33.91,24.05,47.77
"1562","2019-03-18",44.84,87.11,58.98,113.43,88.41,159.36,110.47,4.19,85.09,58.82,34.09,24.34,48.24
"1563","2019-03-19",44.49,88.09,59.67,114.48,88.09,160.45,110.55,4.36,85.42,58.67,34.01,24.8,48.77
"1564","2019-03-20",44.88,89.86,60.86,113.53,86.21,164.29,110.43,4.33,85.27,58.99,34.09,24.33,47.5
"1565","2019-03-21",46.53,90.96,61.34,114.2,84.85,164.93,112.96,4.56,85.91,59.33,35.1,24.81,48.77
"1566","2019-03-22",45.57,88.24,59.93,113.21,82.28,163.2,109.99,4.41,85.22,58.38,34.58,24.46,47.62
"1567","2019-03-25",45.02,88.71,59.42,112.97,81.6,165.14,110.56,4.31,85.47,57.98,34.15,24.42,47.59
"1568","2019-03-26",44.55,89.19,59.05,114.59,82.41,166.52,110.79,4.39,86.36,58.73,34.56,24.83,48.08
"1569","2019-03-27",44.95,88.29,58.46,114.69,82.13,164.72,109.72,4.38,86.26,58.28,34.38,24.74,47.66
"1570","2019-03-28",45.01,88.67,58.17,114.84,83.06,164.4,109.87,4.4,86.8,58.57,34.5,25,48
"1571","2019-03-29",45.3,89.04,58.4,115.59,83.49,165.53,110.82,4.46,87.22,58.62,35.03,25.14,48.47
"1572","2019-04-01",45.61,90.71,59.5,114.93,86.31,167.53,111.84,4.52,86.88,59.29,35.39,25.56,49.25
"1573","2019-04-02",46.27,90.7,59.82,113.87,86.72,172.99,112,4.54,86.97,59.04,35.3,25.33,48.87
"1574","2019-04-03",46.59,91.04,60.09,113.43,86.89,172.34,112.73,4.68,86.92,58.69,35.74,25.43,48.79
"1575","2019-04-04",46.67,90.94,60.52,112.11,87.73,174.8,112.16,4.67,86.7,59.52,35.96,25.24,48.57
"1576","2019-04-05",46.99,91.86,60.12,112.61,87.52,174.5,112.65,4.74,86.89,59.84,36.12,25.43,48.67
"1577","2019-04-08",47.72,92.49,59.96,112.58,87.81,173.72,112.69,4.76,87.99,60.21,36.26,25.45,48.48
"1578","2019-04-09",47.58,91.79,59.68,112.11,87.16,176.35,112.08,4.7,87.73,59.44,36.1,25.37,48.58
"1579","2019-04-10",47.85,92.37,59.87,112.11,87.55,176.59,112.94,4.77,87.72,59.17,36.24,25.7,48.92
"1580","2019-04-11",47.45,92.2,60.03,111.81,88.29,176.28,113.07,4.75,87.81,59.45,36.01,25.86,48.76
"1581","2019-04-12",47.43,92.15,60.68,112.44,92.43,177.86,113.65,4.72,88.07,58.7,36.42,26.5,49.4
"1582","2019-04-15",47.52,92.24,60.87,112.89,91.37,178.4,113.74,4.58,88.63,58.51,36.45,26.45,49.52
"1583","2019-04-16",47.52,93.15,61.13,114.13,92.34,177.63,113.48,4.67,89.21,58.91,36.79,26.62,49.48
"1584","2019-04-17",48.45,93.24,61.54,114.54,95,177.54,114.42,4.65,89.36,59.07,37.97,26.79,49.38
"1585","2019-04-18",48.62,93.08,61.61,113.72,94.3,177.04,115.92,4.62,89.52,58.86,38.83,26.63,49.42
"1586","2019-04-22",48.78,94.37,62.22,113.97,94.41,180.18,116.29,4.68,89.49,60.14,38.62,26.33,49.51
"1587","2019-04-23",49.48,96.19,63.05,115.69,94.53,182.51,117.87,4.73,87.09,60.49,38.85,26.38,49.8
"1588","2019-04-24",49.41,95.09,62.53,115.11,94.37,181.31,117.46,4.74,87.53,59.31,38.84,26.27,50.02
"1589","2019-04-25",48.96,95.11,62.89,115.48,94.42,191.92,121.35,4.64,87.19,59.65,38.05,26.07,49.87
"1590","2019-04-26",48.73,97.53,63.39,116.09,95.14,190.16,122.05,4.42,89.36,58.39,37.58,25.95,50.23
"1591","2019-04-29",48.8,96.92,64.32,115.64,96.51,193.43,121.94,4.45,88.45,58.01,37.49,26.14,49.93
"1592","2019-04-30",47.86,96.33,59.5,116.76,96.45,192.06,122.72,4.49,89.89,58.24,37.48,26.62,50.16
"1593","2019-05-01",50.21,95.58,58.23,117.38,95.71,191.69,120.16,4.48,88.58,57.07,37.48,26.66,49.75
"1594","2019-05-02",49.88,95.04,57.89,116.83,95.92,191.19,118.59,4.55,89.11,56.07,37.98,26.4,49.49
"1595","2019-05-03",50.5,98.12,59.03,117.43,96.51,194.11,121.12,4.54,89.55,56.2,38.24,26.39,49.67
"1596","2019-05-06",49.72,97.53,59.23,117.5,95.65,192.54,120.42,4.46,89.21,55.95,37.43,26.04,49.72
"1597","2019-05-07",48.38,96.05,58.5,115.74,94.09,188.45,117.94,4.3,88.39,55.66,37.43,25.69,48.95
"1598","2019-05-08",48.39,95.89,58.1,115.59,93.59,188.23,117.93,4.32,88.7,55.74,37.38,25.36,48.94
"1599","2019-05-09",47.87,94.99,57.96,114.72,93.52,187.34,117.93,4.22,88,55.69,36.99,25.42,49.18
"1600","2019-05-10",47.21,94.5,57.94,114.98,93.51,187.03,119.46,4.19,89.49,56.18,36.63,25.41,49.54
"1601","2019-05-13",44.47,91.13,56.4,113.45,90.96,180.28,115.9,3.93,89.58,55.55,35.06,24.52,48.43
"1602","2019-05-14",45.17,92.01,55.82,113.14,91.69,179.48,117.2,4.02,89.14,55.63,35.9,25.24,49.07
"1603","2019-05-15",45.71,93.56,58.1,113.21,91.34,184.98,118.85,3.96,90.07,56.04,35.9,25.44,49.46
"1604","2019-05-16",45.51,95.38,58.78,114.29,92.51,185.69,121.6,3.98,91.26,56.03,35.52,24.85,49.53
"1605","2019-05-17",45.25,93.45,58,114.62,92.06,184.01,120.79,3.88,90.71,55.7,34.43,24.23,49.4
"1606","2019-05-20",43.84,92.95,56.8,114.46,92.54,181.45,119.04,3.77,90.61,55.69,33.07,22.79,48.64
"1607","2019-05-21",44.68,92.88,57.29,114.21,92.86,183.54,119.68,3.85,89.79,55.95,33.62,23.01,49.1
"1608","2019-05-22",43.76,92.98,57.36,114.74,92.1,184.03,120.41,3.78,90.09,55.44,33.27,22.5,49.13
"1609","2019-05-23",43.01,90.77,56.84,115.59,90.29,179.62,119,3.66,90.12,54.14,32.56,21.74,48.12
"1610","2019-05-24",42.85,91.16,56.5,115.6,91.18,179.8,119.06,3.6,90.06,54.37,32.67,21.39,47.83
"1611","2019-05-28",42.67,91.82,56.55,114.12,90.19,183.03,118.98,3.56,88.18,53.28,32.2,21.27,46.91
"1612","2019-05-29",42.47,90.96,55.58,109.34,89.94,180.93,117.83,3.48,87.95,52.95,32.24,21.24,46.86
"1613","2019-05-30",42.69,90.82,55.65,109.99,88.98,181.74,118.58,3.46,88.92,52.81,32.54,21.45,46.88
"1614","2019-05-31",41.92,88.75,54.91,109.19,88.06,176.24,116.65,3.37,86.87,51.93,32.8,21.03,45.87
"1615","2019-06-03",41.49,84.63,51.55,109.43,88.48,163.01,113.02,3.32,87.63,52.74,33.2,21.16,45.54
"1616","2019-06-04",43.01,86.48,52.33,111.34,91.21,166.34,116.15,3.55,88.37,54,33.41,22.21,47.15
"1617","2019-06-05",43.7,86.93,51.84,111.88,91.53,167,118.67,3.51,90.1,53.55,32.7,22.21,47.23
"1618","2019-06-06",44.35,87.72,52,113.8,91.73,167.16,120.55,3.57,90.65,54.53,32.88,22.8,47.67
"1619","2019-06-07",45.53,90.2,53.02,115.35,90.72,172.15,123.93,3.62,91.82,54.72,33.2,22.98,48.28
"1620","2019-06-10",46.11,93.03,53.73,115.74,91.7,173.61,125.06,3.69,91.78,54.97,33.89,23.42,48.96
"1621","2019-06-11",46.64,93.18,53.65,116.38,91.99,176.86,124.59,3.75,92.34,54.92,34.18,23.7,48.9
"1622","2019-06-12",46.49,92.77,53.55,117.96,90.81,173.83,124.01,3.63,92.59,54.32,33.75,23.38,48.61
"1623","2019-06-13",46.48,93.51,54.14,117.15,91.04,176.24,124.79,3.68,93.63,54.8,33.74,23.54,48.8
"1624","2019-06-14",46.15,93.48,53.91,116.64,91.27,180.07,124.92,3.59,93.87,54.56,32.37,22.23,48.3
"1625","2019-06-17",46.42,94.3,54.28,116.09,90.77,187.7,125.29,3.6,93.69,55.1,32.21,22.23,48.16
"1626","2019-06-18",47.51,95.07,54.85,116.75,92.01,187.16,127.47,3.8,92.52,55.58,33.54,23.24,47.95
"1627","2019-06-19",47.37,95.44,54.81,116.94,91.35,186.18,127.97,3.8,93.21,55.27,33.7,23.2,47.75
"1628","2019-06-20",47.76,95.91,55.24,118.4,91.58,188.22,129.16,3.83,94.33,56.21,34.65,23.33,51.66
"1629","2019-06-21",47.59,95.57,55.85,118.3,90.96,189.81,129.18,3.77,93.87,57.01,34.66,23.12,50.87
"1630","2019-06-24",47.54,95.69,55.42,119.11,90.31,191.26,129.94,3.79,94.83,56.46,35.31,23.56,51.43
"1631","2019-06-25",46.82,93.91,53.97,120.09,89.56,187.53,125.84,3.76,94.31,55.96,34.37,23.34,50.83
"1632","2019-06-26",47.84,94.89,53.61,118.1,90.16,186.36,126.31,3.96,92.63,56.21,34.51,23.75,51.36
"1633","2019-06-27",47.82,95.21,53.43,117.14,90.46,188.19,126.52,4.06,92.67,55.63,34.96,24.11,51.46
"1634","2019-06-28",47.39,94.68,53.73,115.96,92.92,191.66,126.34,4.08,92.56,56.23,34.59,24.29,51.64
"1635","2019-07-01",48.26,96.11,54.59,116.03,94.48,191.66,127.96,4.13,93.27,56.18,36.55,25.35,52.58
"1636","2019-07-02",48.54,96.72,55.21,116.59,94.58,193.65,128.81,4.03,94.11,55.56,36.03,24.92,52.99
"1637","2019-07-03",48.94,96.95,55.73,118.34,94.43,195.83,129.64,4.04,96.3,56.09,35.62,24.04,53.36
"1638","2019-07-05",48.9,97.15,56.21,117.04,94.99,195.04,129.26,3.98,95.52,55.86,35.26,23.85,53.74
"1639","2019-07-08",47.89,97.62,55.42,117.37,94.47,194.4,129.17,3.91,96.28,56.12,34.73,23.2,53.96
"1640","2019-07-09",48.18,99.42,55.79,117.73,94.87,197.83,128.7,3.91,95.32,56.08,35.03,23.25,54.03
"1641","2019-07-10",48.66,100.87,56.62,117.57,94.6,201.32,130.01,3.98,96.02,56.87,35.95,23.17,54.52
"1642","2019-07-11",48.3,100.05,56.78,116.65,95.5,199.83,130.53,4.13,96.56,56.92,36.12,23.3,54.38
"1643","2019-07-12",48.67,100.55,56.84,111.82,96.5,203.45,131,4.16,97.07,56.96,36.41,24.08,54.22
"1644","2019-07-15",49.13,101.05,57.09,112.16,95.33,202.5,131,4.16,97.49,56.56,36.93,24.33,53.96
"1645","2019-07-16",48.96,100.5,57.24,110.32,96.35,202.43,129.28,4.15,97.83,55.72,36.89,23.98,53.34
"1646","2019-07-17",48.69,99.6,56.91,109.78,95.41,200.4,128.52,4.22,97.87,55.39,36.77,24.06,52.78
"1647","2019-07-18",49.24,98.89,56.93,109.96,95.98,199.39,128.66,4.23,98.08,54.92,38.14,24.46,52.9
"1648","2019-07-19",48.5,98.23,56.15,108.49,95.03,196.98,128.85,4.19,97.72,55.03,38.71,24.47,52.37
"1649","2019-07-22",49.61,99.28,56.53,107.1,95.64,200.92,130.56,4.26,97.96,55.08,39.39,24.99,52.42
"1650","2019-07-23",50,99.72,56.97,107.27,97.39,200.96,131.37,4.36,96.73,55.3,39.23,25.38,52.29
"1651","2019-07-24",49.96,100.04,56.56,108.05,97.79,203.24,132.72,4.44,95.67,55.3,39.34,25.64,52.89
"1652","2019-07-25",49.57,98.69,56.37,109.17,96.85,199.32,132.22,4.31,95.81,54.98,38.52,25.35,53.05
"1653","2019-07-26",49.74,97.15,61.79,108.84,97.27,198.36,133.3,4.35,97.48,54.89,38.38,25.4,53.24
"1654","2019-07-29",50.2,95.62,61.63,110.75,96.96,194.58,133.01,4.34,98.56,55.28,38.81,25.46,52.84
"1655","2019-07-30",49.99,94.93,60.94,109.97,96.75,195.67,132.37,4.36,102.31,55.29,38.07,25.28,52.32
"1656","2019-07-31",51.01,93.34,60.45,108.42,97.09,192.88,128.52,4.19,100.29,54.56,37.65,24.47,51.24
"1657","2019-08-01",49.9,92.77,60.13,108.48,94.53,191.39,130.21,4.1,99.18,53.17,36.98,24.08,50.86
"1658","2019-08-02",48.85,91.16,59.37,109.13,94.52,187.71,129.11,4,98.93,52.65,36.78,23.51,50.82
"1659","2019-08-05",46.29,88.26,57.3,108.37,91.71,180.47,124.69,3.75,96.08,51.57,35.21,22.59,48.93
"1660","2019-08-06",47.17,89.39,58.11,108.88,92.43,183.23,127.03,3.79,97.1,52.07,36.44,22.49,49.11
"1661","2019-08-07",47.65,89.67,58.35,108.41,90.42,183.87,127.59,3.82,98.15,51.73,36.44,22.79,48.55
"1662","2019-08-08",48.71,91.64,59.86,109.63,91.95,188.84,130.99,3.93,99.78,53.11,37,22.87,49.74
"1663","2019-08-09",48.3,90.38,59,109.93,91.85,186.55,129.88,3.83,99.22,51.98,36.57,23.27,49.06
"1664","2019-08-12",48.18,89.25,58.28,109.84,90.13,184.08,128.07,3.76,98.58,51.73,36.17,23.26,48.47
"1665","2019-08-13",50.22,91.22,59.39,111.08,91.52,187.14,130.72,3.88,99.62,52.37,36.95,23.94,49.12
"1666","2019-08-14",48.73,88.15,57.78,108.45,87.72,178.46,126.78,3.73,98.38,50.26,35.71,22.92,47.62
"1667","2019-08-15",48.48,88.81,58.03,108.68,88.05,181.32,126.5,3.7,99.74,49.96,36.09,22.67,47.86
"1668","2019-08-16",49.63,89.63,58.52,109.37,90.16,182.43,128.81,3.96,101.26,50.74,36.69,23.1,48.77
"1669","2019-08-19",50.55,90.81,59.57,110.11,90.97,184.88,130.97,4.24,102.16,51.59,36.9,23.53,49.03
"1670","2019-08-20",50.56,90.07,58.73,108.73,89.82,182.53,129.88,4.17,101.02,51.28,37.04,23.66,48.22
"1671","2019-08-21",51.1,91.18,59.13,109.51,90.07,182.28,131.33,4.25,101.28,51.79,37.6,24.26,48.46
"1672","2019-08-22",51.06,90.23,59.13,109.29,91,180.78,130.38,4.26,101.46,51.68,37.21,24.27,48.41
"1673","2019-08-23",48.7,87.48,57.25,106.35,88.74,176.52,126.22,4.04,99.68,50.14,36.17,22.97,46.95
"1674","2019-08-26",49.63,88.44,58.12,107.2,89.45,179.11,128.17,4.11,101.38,50.41,36.51,23.4,47.45
"1675","2019-08-27",49.07,88.09,58.1,108.74,88.5,180.04,128.45,4.02,102.42,49.92,36.52,23.26,47.68
"1676","2019-08-28",49.4,88.21,58.25,107.94,89.39,180.5,128.28,4.01,103.15,50.28,36.78,23.3,47.28
"1677","2019-08-29",50.23,89.32,59.26,107.57,91.42,184.28,130.7,4.15,102.96,50.84,37.34,23.91,47.47
"1678","2019-08-30",50.17,88.81,59.08,107.67,91.95,184.38,130.45,4.17,102.15,50.87,37.65,23.85,47.38
"1679","2019-09-03",49.44,89.49,58.04,107.99,90.86,181.12,128.73,4.08,103.11,50.93,36.85,23.13,47.23
"1680","2019-09-04",50.28,90.03,58.67,108.09,91.96,185.84,130.23,4.2,104.68,51.48,38.11,23.88,48.21
"1681","2019-09-05",51.26,92.04,60.15,107.85,94.05,189.58,132.52,4.47,104.3,52.2,39.07,24.56,49
"1682","2019-09-06",51.25,91.68,59.86,107.54,94.25,186.19,131.62,4.44,104.4,52.69,38.6,24.63,48.38
"1683","2019-09-09",51.47,91.57,59.81,106.49,96.59,187.45,130.13,4.49,103.8,53.11,38.73,24.69,49.64
"1684","2019-09-10",52.08,91.03,59.83,108.67,97.82,184.88,128.77,4.56,101.85,53.54,38.95,24.85,50.49
"1685","2019-09-11",53.74,91.15,60.54,110.03,98.09,187.18,128.81,4.58,103.04,53.44,39.05,25.15,51.23
"1686","2019-09-12",53.62,92.18,61.29,109.41,98.69,186.17,130.13,4.58,104.31,53.47,38.92,25.37,49.05
"1687","2019-09-13",52.57,91.97,61.54,109.7,100.63,185.89,129.94,4.52,103.76,53.96,39.51,24.5,48.92
"1688","2019-09-16",52.85,90.39,61.12,108.66,99.74,184.93,129,4.48,101.74,54.77,39.39,24.36,48.37
"1689","2019-09-17",53.04,91.13,61.03,108.77,99.24,186.78,130.01,4.5,102.94,54.36,39.86,24.37,48.12
"1690","2019-09-18",53.54,90.87,61.17,109.39,100.24,186.83,131.08,4.48,103.15,54.1,39.78,24.28,47.84
"1691","2019-09-19",53.1,91.07,61.47,109.14,99.92,188.82,133.49,4.4,103.57,53.73,39.94,24.53,48.57
"1692","2019-09-20",52.33,89.71,61.03,110.43,99.52,188.61,131.95,4.29,103.86,53.55,39.02,24.21,48.67
"1693","2019-09-23",52.57,89.26,61.27,110.51,99.5,185.52,131.66,4.35,104.69,53.58,39.2,24.31,49.17
"1694","2019-09-24",52.32,87.08,60.46,110.35,98.2,180.02,130,4.29,105.02,52.85,39.25,24.04,48.56
"1695","2019-09-25",53.12,88.42,61.83,109.88,98.76,181.53,131.87,4.43,104.52,53.01,40.04,23.49,49
"1696","2019-09-26",52.85,86.99,61.65,108.08,97.95,178.86,132.04,4.41,105.62,52.72,41.33,23.58,49.11
"1697","2019-09-27",52.59,86.27,60.84,107.87,98.53,175.87,130.33,4.27,105.84,53.1,40.48,23.35,49.23
"1698","2019-09-30",53.83,86.8,60.6,108.53,98.5,176.84,131.56,4.33,105.68,52.46,41.34,23.51,50.09
"1699","2019-10-01",53.98,86.78,59.85,109.04,96.71,174.59,129.7,4.33,105.23,51.22,41.98,23.41,48.97
"1700","2019-10-02",52.62,85.66,58.45,110.72,94.79,173.39,127.41,4.3,102.87,49.89,41.3,23,48.37
"1701","2019-10-03",53.07,86.22,59.03,110.04,94.65,178.14,128.96,4.51,103.44,50.5,41.92,23.37,49.02
"1702","2019-10-04",54.56,86.98,60.09,112.12,96.7,179.2,130.7,4.53,105.36,51.24,42.18,23.97,50.19
"1703","2019-10-07",54.57,86.63,59.96,111.7,96.49,178.43,129.75,4.58,104.37,50.53,42.65,23.51,49.88
"1704","2019-10-08",53.93,85.28,59.06,110.59,94.34,176.52,128.38,4.41,102.75,49.55,42.57,23.02,49.19
"1705","2019-10-09",54.56,86.1,59.67,108.39,95.02,178.6,130.81,4.49,103.64,50.1,43.3,23.26,49.85
"1706","2019-10-10",55.3,86.01,60.02,108.26,96.36,178.78,131.62,4.55,103.61,50.7,43.52,23.37,50.73
"1707","2019-10-11",56.77,86.6,60.33,110.16,97.99,182.91,132.17,4.63,102.88,51.24,43.96,23.92,52.01
"1708","2019-10-14",56.69,86.82,60.43,109.65,98.25,182.01,132.05,4.64,102,51.39,44.4,23.99,51.62
"1709","2019-10-15",56.55,88.37,61.65,111.43,101.21,187.58,133.96,4.88,99.58,51.57,44.82,24.73,51.52
"1710","2019-10-16",56.33,88.87,61.68,113.38,100.97,188.24,132.86,4.83,99.86,50.69,44.59,24.57,51.09
"1711","2019-10-17",56.55,89.37,62.17,114.22,101.54,189.07,132.18,4.83,99.73,50.62,44.25,24.65,50.34
"1712","2019-10-18",56.82,87.88,61.75,107.12,101.72,184.56,130.03,4.74,100.44,50.23,43.84,24.42,49.87
"1713","2019-10-21",57.8,89.28,61.75,107.39,104.24,188.44,130.99,4.87,101.82,51.07,44.48,24.66,50.4
"1714","2019-10-22",57.67,88.29,61.59,108.37,105.28,181.08,129.04,4.86,104.47,51.33,45.05,24.48,49.47
"1715","2019-10-23",58.44,88.11,62.41,108.96,105.56,184.86,129.86,4.85,105.17,51.82,44.63,23.87,49.49
"1716","2019-10-24",58.54,89.04,62.48,106.95,105.49,185.09,132.42,4.9,106.7,51.33,45.32,24.04,49.6
"1717","2019-10-25",59.26,88.07,62.74,107.66,106.33,186.59,133.17,5.09,105.39,51.45,45.48,24.68,49.52
"1718","2019-10-28",59.85,88.85,63.97,108.36,106.74,188.09,136.44,5.14,105.58,50.99,45.64,24.83,49.95
"1719","2019-10-29",58.47,88.14,62.56,108.31,106.67,188,135.15,5.05,105.69,50.84,45.78,24.54,50.1
"1720","2019-10-30",58.46,89,62.56,111.43,106.08,186.94,136.84,5.05,106.83,50.31,46.17,24.72,50.14
"1721","2019-10-31",59.79,88.83,62.47,110.76,105.39,190.32,135.67,5,106.46,50.2,45.93,24.94,49.81
"1722","2019-11-01",61.48,89.57,63.14,110.05,107.82,192.28,136,5.04,105.92,51.71,46.34,25.26,50.28
"1723","2019-11-04",61.89,90.23,64,109.24,108.68,193.37,136.78,5.24,101.81,53.24,47.58,25.98,50.69
"1724","2019-11-05",61.8,90.09,64.09,109.4,108.92,192.97,136.7,5.21,101.67,54.3,47.63,26.75,50.89
"1725","2019-11-06",61.82,89.79,64.07,109.85,109.09,190.22,136.32,5.16,102.88,53.11,47.71,26.67,50.92
"1726","2019-11-07",62.54,89.41,64.86,110.25,109.68,189.1,136.51,5.18,102.28,54.24,47.74,26.55,51.18
"1727","2019-11-08",62.71,89.29,64.96,111.56,110,189.52,138.12,5.17,102.35,53.21,46.99,26.69,51.64
"1728","2019-11-11",63.2,88.58,64.43,110.71,109.61,188.29,138.26,5.18,102.04,52.89,46.79,26.64,51.59
"1729","2019-11-12",63.15,88.9,64.37,110.18,108.97,193.12,139.17,5.21,101.98,52.16,46.39,26.87,51.73
"1730","2019-11-13",63.75,87.66,64.32,110.11,108.4,191.85,139.39,5.19,103.16,51.73,47.04,26.71,51.39
"1731","2019-11-14",63.31,87.73,64.97,109.85,108.5,191.81,140.1,5.22,103.04,51.5,46.68,26.31,51.28
"1732","2019-11-15",64.06,86.97,66.18,113.19,109.28,193.75,141.91,5.08,103.07,52.02,47.4,26.65,51.58
"1733","2019-11-18",64.39,87.63,65.5,113.1,110.2,196.03,142.26,5.28,104.22,51.52,47.52,26.49,51.37
"1734","2019-11-19",64.19,87.64,65.14,113.09,110.17,197.94,142.31,5.17,103.82,50.99,47.82,27.06,51.44
"1735","2019-11-20",63.44,87.28,64.6,114.03,109.37,196.14,142.06,5.25,104.57,51.15,47.59,26.54,51.41
"1736","2019-11-21",63.16,86.74,64.52,114.45,109.62,196.56,141.93,5.23,102.9,52.38,47.13,26.85,51.41
"1737","2019-11-22",63.1,87.29,64.2,115.82,110.35,197.44,142.03,5.24,102.86,52.16,46.96,26.82,51.55
"1738","2019-11-25",64.21,88.69,64.79,115.87,110.94,198.4,143.59,5.5,103.04,51.81,47.82,27.22,51.71
"1739","2019-11-26",63.71,89.85,65.16,115.86,111.09,197.59,144.35,5.4,104.54,51.68,47.7,26.94,51.66
"1740","2019-11-27",64.56,90.93,65.11,116.35,111.42,200.6,144.63,5.43,104.11,51.65,47.94,27.12,51.75
"1741","2019-11-29",64.42,90.04,64.72,116.13,111.16,200.24,143.73,5.39,104.37,51.22,47.22,26.93,51.32
"1742","2019-12-02",63.68,89.08,63.96,116.02,110.92,198.31,141.99,5.21,104.93,51.44,47.13,26.46,50.67
"1743","2019-12-03",62.54,88.5,64.25,115.85,109.49,197.44,141.77,5.17,105.13,51.04,46.95,26.11,49.91
"1744","2019-12-04",63.09,88.03,65.45,117.72,111.65,197.33,142.28,5.21,106.48,51.61,47.3,26.38,49.74
"1745","2019-12-05",64.02,87.02,65.85,117.88,112.26,197.98,142.36,5.2,106.56,51.43,48.39,26.5,49.99
"1746","2019-12-06",65.26,87.58,66.47,118.57,113.93,199.66,144.08,5.28,106.19,52.26,48.87,26.92,50.13
"1747","2019-12-09",64.34,87.48,66.65,118.67,113.4,199.94,143.71,5.28,106.77,52.37,48.44,26.78,50.56
"1748","2019-12-10",64.72,86.96,66.64,118.24,113.48,199.48,143.5,5.33,106.26,51.92,48.5,26.83,51.03
"1749","2019-12-11",65.27,87.44,66.71,119.08,113.21,200.86,144.04,5.41,106.59,51.85,49.72,27.23,51.48
"1750","2019-12-12",65.44,88.02,66.92,119.38,116.45,195.39,145.5,5.58,106.52,52.89,52.13,27.92,51.63
"1751","2019-12-13",66.33,88.05,66.84,119.41,115.43,192.76,146.72,5.57,107.29,52.05,51.81,26.86,49.83
"1752","2019-12-16",67.46,88.46,67.52,119.76,115.87,196.55,147.67,5.6,107.36,52.63,52.07,27.52,49.36
"1753","2019-12-17",67.59,89.53,67.24,121.25,116.58,197.01,146.88,5.68,107.15,52.39,52.69,27.58,48.31
"1754","2019-12-18",67.43,89.2,67.09,120.94,116.46,201.1,146.57,5.71,106.04,52.53,52.57,27.89,48.81
"1755","2019-12-19",67.5,89.61,67.31,122.77,115.88,204.63,147.84,5.86,106.82,52.17,51.92,27.6,48.67
"1756","2019-12-20",67.36,89.32,67.05,123.37,115.79,204.87,149.46,5.96,107.19,52.58,51.89,27.44,49
"1757","2019-12-23",68.46,89.65,67.03,123.69,115.75,204.75,149.46,5.94,106.8,52.85,52.15,27.49,49.1
"1758","2019-12-24",68.52,89.46,66.72,123.26,116.08,203.7,149.43,5.94,107.07,52.64,51.74,27.57,48.85
"1759","2019-12-26",69.88,93.44,67.61,123.17,117.31,206.35,150.65,5.95,107.07,52.73,52.18,27.36,48.97
"1760","2019-12-27",69.86,93.49,67.22,123.1,117.39,206.66,150.93,5.9,107.82,52.55,52.36,27.23,48.87
"1761","2019-12-30",70.27,92.34,66.48,122.72,116.96,202.99,149.63,5.78,106.43,52.24,51.82,26.97,48.18
"1762","2019-12-31",70.79,92.39,66.47,123.21,117.61,203.83,149.73,5.86,106.8,52.46,52.04,27.19,48.43
"1763","2020-01-02",72.4,94.9,67.92,123.29,119.04,208.32,152.51,5.97,105.52,53.31,53.78,27.74,49.32
"1764","2020-01-03",71.7,93.75,67.57,121.86,117.47,207.22,150.61,5.88,104.81,52.88,52.01,27.03,49.15
"1765","2020-01-06",72.27,95.14,69.37,121.71,117.37,211.13,151,5.9,104.96,53.28,51.41,26.99,49.4
"1766","2020-01-07",71.93,95.34,69.23,122.45,115.38,211.58,149.62,5.97,104.31,52.85,52.24,26.9,49.51
"1767","2020-01-08",73.09,94.6,69.73,122.44,116.28,213.73,152,5.98,104.75,52.05,52.62,26.56,49.71
"1768","2020-01-09",74.64,95.05,70.46,122.8,116.7,216.79,153.9,6.05,105.9,52.45,53.05,26.35,49.94
"1769","2020-01-10",74.81,94.16,70.91,122.52,115.54,216.55,153.19,6.08,106,51.98,52.72,25.74,50
"1770","2020-01-13",76.4,94.57,71.46,123.06,116.5,220.37,155.03,6.27,106.78,52.48,53.8,25.91,50.12
"1771","2020-01-14",75.37,93.47,70.99,123.75,117.86,217.54,153.94,6.15,106.62,52.03,54.03,26.51,50.39
"1772","2020-01-15",75.05,93.1,71.42,124.17,116.09,219.62,154.94,6.11,107.7,51.95,52.3,26.08,50.28
"1773","2020-01-16",75.99,93.9,71.96,125.17,116.54,220.23,157.78,6.2,107.8,51.74,52.62,26.42,50.9
"1774","2020-01-17",76.83,93.24,73.42,125.99,117.35,220.6,158.66,6.2,108.09,51.55,52.47,26.57,50.62
